caseNumber,p_minus_r,p_interruptions,p_words,p_times,p_laughter,p_num_counsel,p_num_int_by,r_interruptions,r_words,r_times,r_laughter,r_num_counsel,r_num_int_by,j_interruptions,j_words,j_times,j_laughter,j_num_int_by,side,margin,j_num
13-1496,-0.0025955639452571976,0.005899008966493629,78.48148148148148,0.012741859367626238,0,1,6,0.008494572911750826,71.24074074074075,0.014865502595563945,0,2,6,0.004955167531854649,63.370370370370374,0.03114676734308636,0.00023596035865974517,6,1,0,8
11-564,0,0.010511756569847857,52.391304347826086,0.019087136929460582,0,2,7,0.010511756569847857,38.72463768115942,0.026832641770401105,0,1,7,0.004149377593360996,86.66666666666667,0.04868603042876902,0,4,0,1,9
08-876,-0.006256517205422316,0.0044316996871741395,109.6,0.009124087591240875,0,1,6,0.010688216892596455,71.94285714285714,0.01824817518248175,0.00026068821689259646,1,7,0.004171011470281543,110.17142857142858,0.030500521376433786,0.0013034410844629822,5,1,9,9
08-728,0.00027151778441487917,0.007330980179201738,58.46031746031746,0.017105620418137388,0,1,7,0.0070594623947868584,64.36507936507937,0.027694814010317675,0.00027151778441487917,1,6,0.0038012489818083084,46.63492063492063,0.02986695628563671,0,5,1,5,9
11-192,0.0016355140186915884,0.005607476635514018,79.25925925925925,0.012616822429906542,0,1,5,0.00397196261682243,43.03703703703704,0.013084112149532711,0,1,6,0.004205607476635514,71,0.027102803738317756,0,4,1,9,9
08-1569,0.008528111181301326,0.011370814908401769,56.535714285714285,0.017687934301958308,0.0003158559696778269,1,6,0.002842703727100442,60.089285714285715,0.007580543272267846,0,1,4,0.003474415666456096,43.964285714285715,0.027795325331648767,0.0006317119393556538,3,0,9,9
12-1163,-0.00027563395810363826,0.0016538037486218302,213.41176470588235,0.004685777287761852,0,2,5,0.0019294377067254685,163.2941176470588,0.006339581036383682,0.0002756339581036384,1,4,0.0011025358324145535,124.47058823529412,0.011852260198456449,0.0005512679162072767,2,1,9,9
09-1273,0.003756372417493963,0.007781057150523209,65.3859649122807,0.015293801985511135,0.00026831231553528306,2,6,0.004024684733029246,42.280701754385966,0.009390931043734908,0,1,5,0.004292997048564529,60.31578947368421,0.026562919237993025,0,5,1,8,8
12-464,-0.0037807183364839316,0.005671077504725898,52.9,0.01890359168241966,0,1,5,0.00945179584120983,49.88,0.01890359168241966,0,1,5,0.0026465028355387526,102.02,0.03931947069943289,0.0011342155009451795,4,0,3,9
07-984,-0.0074836295603367626,0.006548175865294668,57.267857142857146,0.017461802307452447,0,2,7,0.01403180542563143,52.125,0.02962270034299969,0,1,6,0.004677268475210477,73.60714285714286,0.047708138447146865,0,4,1,3,9
09-737,-0.004779788323659953,0.0075110959371799246,55.264150943396224,0.01809491293956982,0,1,7,0.012290884260839878,44.320754716981135,0.019460566746329806,0,1,7,0.004438374871969956,96.52830188679245,0.04131102765448959,0,7,1,9,9
13-271,0.005136523384698567,0.008110300081103,66.05357142857143,0.015139226818058935,0,2,7,0.0029737766964044337,59.69642857142857,0.008921330089213302,0,2,6,0.0021627466882941336,53.07142857142857,0.025682616923492836,0,6,0,5,9
08-88,-0.000686813186813187,0.004464285714285714,67.72093023255815,0.014766483516483516,0,2,6,0.005151098901098901,72.06976744186046,0.01407967032967033,0,1,7,0.0020604395604395605,92.34883720930233,0.03021978021978022,0.0006868131868131869,1,1,5,9
09-6338,0.008236615499812805,0.013103706476974916,39.279411764705884,0.02545862972669412,0.00037439161362785476,1,6,0.004867090977162112,29.676470588235293,0.013103706476974916,0.00037439161362785476,1,4,0.005990265818045676,51.779411764705884,0.040059902658180456,0.0007487832272557095,3,0,6,8
06-7517,-0.012644889357218123,0.004741833508956797,65.44827586206897,0.015279241306638568,0,1,4,0.01738672286617492,176.51724137931035,0.04267650158061117,0,2,6,0.004214963119072708,77,0.030558482613277135,0,3,0,1,9
08-9156,-0.0004215851602023604,0.00885328836424958,39.53333333333333,0.025295109612141653,0,1,6,0.00927487352445194,51.03333333333333,0.025716694772344013,0.00042158516020236085,1,7,0.0042158516020236085,77.41666666666667,0.051011804384485666,0,2,0,5,9
15-446,-0.006500847936687394,0.0033917467495760316,110.5625,0.009044657998869417,0,1,6,0.009892594686263426,114.25,0.018937252685132844,0,1,4,0.0045223289994347085,106.9375,0.029960429621254947,0.0008479366873940079,5,0,4,8
06-1509,-0.004815409309791333,0.006099518459069021,62.3,0.016051364365971106,0.00032102728731942215,1,6,0.010914927768860353,55.78,0.023113964686998396,0,1,7,0.0016051364365971107,102.96,0.03980738362760835,0,3,1,9,9
08-441,0,0.005752346351801393,61.166666666666664,0.01634877384196185,0,2,6,0.005752346351801393,66.72222222222223,0.01634877384196185,0.0003027550711474417,1,4,0.004844081138359067,78.11111111111111,0.03330305782621859,0.0006055101422948834,3,1,1,9
14-1516,-0.013686911890504704,0.005560307955517536,57.02439024390244,0.017536355859709155,0,1,5,0.01924721984602224,59.09756097560975,0.038922155688622756,0,1,7,0.011548331907613344,129.70731707317074,0.05902480752780154,0,6,0,9,9
10-6549,-0.003399708596406023,0.010684798445847498,32.682539682539684,0.0305973773676542,0,1,8,0.014084507042253521,57.333333333333336,0.027197668771248178,0,1,7,0.006313744536182613,63.44444444444444,0.0611947547353084,0.00048567265662943174,6,1,5,9
14-400,-0.0019005384859043396,0.010136205258156478,50.111111111111114,0.019955654101995565,0,1,6,0.012036743744060817,58.23809523809524,0.021539436173582515,0,1,6,0.005068102629078239,65.5079365079365,0.04276211593284764,0.0003167564143173899,4,1,9,9
10-179,-0.0005158627805003872,0.0033531080732525148,102.02631578947368,0.00980139282950735,0,2,6,0.003868970853752902,86.57894736842105,0.008253804488006191,0.00025793139025019347,1,5,0.0020634511220015478,70.07894736842105,0.018055197317513542,0.00025793139025019347,4,0,1,9
10-1001,0,0.013847675568743818,27.698630136986303,0.0361028684470821,0,1,7,0.013847675568743818,38.56164383561644,0.03066271018793274,0.0004945598417408506,2,5,0.010880316518298714,67.82191780821918,0.07171117705242334,0.0009891196834817012,6,1,5,9
07-1122,-0.0010006671114076056,0.01000667111407605,41.638888888888886,0.02401601067378252,0,2,6,0.011007338225483656,44.5,0.025016677785190126,0,1,8,0.0023348899266177454,75.36111111111111,0.0513675783855904,0.0010006671114076052,4,1,9,9
15-6418,-0.0042863266180882984,0.0034290612944706386,93.32,0.010715816545220747,0,1,6,0.007715387912558937,179.28,0.022288898414059153,0,2,5,0.0038576939562794685,98.16,0.02914702100300043,0.0004286326618088298,4,1,6,8
12-729,-0.0005824111822947007,0.00611531741409435,61.32142857142857,0.016307513104251603,0,2,6,0.006697728596389051,59.767857142857146,0.0203843913803145,0,1,7,0.00145602795573675,80.39285714285714,0.037565521258008154,0.00029120559114735004,2,0,9,9
08-810,0.0035810205908683983,0.014025663980901224,45.9041095890411,0.02178454192778275,0,1,5,0.010444643390032825,69.64383561643835,0.028051327961802448,0.0002984183825723665,2,7,0.004774694121157864,45.082191780821915,0.03401969561324977,0.0014920919128618322,5,1,2,8
14-46,0.0005211047420531512,0.011724856696195935,44.11494252873563,0.022668056279312142,0,2,8,0.011203751954142784,63.206896551724135,0.02631578947368421,0.0002605523710265763,2,7,0.009379885356956748,84.94252873563218,0.054976550286607605,0.000781657113079729,9,1,1,9
10-1259,0.0017537706068046308,0.01403016485443704,48.32203389830509,0.020694493160294633,0,1,8,0.012276394247632409,47.28813559322034,0.024903542616625744,0.00035075412136092597,1,8,0.004209049456331112,98.03389830508475,0.04875482286916871,0.002104524728165556,4,0,9,9
14-1095,0.002540220152413209,0.00733841377363816,49.208333333333336,0.02032176121930567,0.0002822466836014677,1,7,0.004798193621224951,66.63888888888889,0.015241320914479255,0,1,7,0.005644933672029354,53.27777777777778,0.03640982218458933,0,4,0,9,9
08-911,0.0037795275590551177,0.011023622047244094,46.69117647058823,0.021417322834645668,0,2,7,0.007244094488188977,41.01470588235294,0.014488188976377953,0,1,5,0.003779527559055118,60.36764705882353,0.03874015748031496,0.0034645669291338585,5,1,9,9
12-842,-0.0016474464579901166,0.009060955518945634,44.14545454545455,0.022652388797364087,0,2,6,0.01070840197693575,49.981818181818184,0.02512355848434926,0,1,6,0.004530477759472817,90.10909090909091,0.05024711696869852,0.00041186161449752884,4,0,6,8
14-280,-0.001863585538576221,0.01080879612374208,47.07017543859649,0.021244875139768915,0,2,7,0.0126723816623183,65.66666666666667,0.025717480432351846,0,1,6,0.009317927692881103,87.78947368421052,0.06038017144986955,0.0003727171077152441,7,1,3,9
13-316,-0.0030196275792652248,0.006039255158530448,67.35593220338983,0.014846502264720684,0,1,6,0.009058882737795673,57.983050847457626,0.016356316054353295,0,1,7,0.0020130850528434826,75.27118644067797,0.032964267740312025,0.0002516356316054353,4,0,9,9
14-462,0.006367495451788964,0.010612492419648272,45.80555555555556,0.021831412977562158,0.00030321406913280777,1,5,0.004244996967859308,55.06944444444444,0.010006064281382655,0,1,6,0.004548211036992117,54.19444444444444,0.03305033353547605,0.00030321406913280777,4,1,3,9
12-929,0.0003292723081988807,0.007243990780375371,54.232142857142854,0.018439249259137307,0,1,7,0.00691471847217649,38.839285714285715,0.017451432334540665,0.0006585446163977609,1,7,0.0026341784655910436,95.07142857142857,0.04082976621666118,0.0016463615409944023,5,1,9,9
11-798,0.0005197505197505198,0.005717255717255718,81.87234042553192,0.012214137214137215,0,2,6,0.005197505197505198,61.08510638297872,0.013773388773388774,0,1,5,0.002598752598752599,69.04255319148936,0.02676715176715177,0.0002598752598752599,3,1,9,9
09-804,-0.0003014772384684946,0.00904431715405487,66.34,0.015073861923424782,0.00030147723846849563,1,6,0.009345794392523364,59.48,0.018691588785046728,0.00030147723846849563,2,6,0.005426590292432921,79.28,0.037081700331624966,0,9,1,8,8
08-651,0.004026170105686964,0.009562154001006542,45.15909090909091,0.02214393558127831,0,1,5,0.0055359838953195776,41.34090909090909,0.013085052843482638,0.0005032712632108706,1,7,0.0020130850528434826,113.04545454545455,0.04932058379466533,0.0010065425264217413,3,1,5,9
13-983,0.0014064697609001402,0.010126582278481013,50.785714285714285,0.01969057665260197,0.00028129395218002813,1,7,0.008720112517580873,47.58571428571429,0.015752461322081576,0,1,7,0.00450070323488045,69.17142857142858,0.03713080168776371,0.00028129395218002813,4,1,7,9
06-8273,0.0017966223499820333,0.007545813869924541,50.6,0.019762845849802372,0,1,7,0.005749191519942508,33.29090909090909,0.013654329859863456,0,1,5,0.0007186489399928135,101.0909090909091,0.039525691699604744,0.0021559468199784403,2,1,5,9
13-895,0.003803596127247579,0.008990318118948824,41.91304347826087,0.023858921161825725,0,2,6,0.005186721991701245,50.89855072463768,0.013485477178423237,0,1,6,0.0027662517289073307,68.02898550724638,0.04426002766251729,0,3,1,1,9
09-1036,-0.0015564202334630364,0.008041504539559013,62.17741935483871,0.016083009079118027,0,1,4,0.00959792477302205,41.354838709677416,0.017639429312581063,0,1,8,0.005706874189364461,68.35483870967742,0.036575875486381325,0.00025940337224383917,5,1,8,8
09-337,-0.021944922547332185,0.0068846815834767644,48.416666666666664,0.020654044750430294,0,1,5,0.02882960413080895,45.5,0.045180722891566265,0.0004302925989672978,1,8,0.007314974182444062,94.60416666666667,0.07314974182444062,0.004302925989672977,5,1,9,9
14-116,0.003854492893278728,0.011804384485666104,46.640449438202246,0.021440616718862923,0,2,7,0.007949891592387376,39.08988764044944,0.012527101903155867,0.0002409058058299205,1,7,0.008431703204047217,42.95505617977528,0.03613587087448807,0.000963623223319682,6,0,9,9
08-1423,0.0006412311638345622,0.0048092337287592175,76.07317073170732,0.013145238858608528,0,1,4,0.004168002564924655,93.82926829268293,0.012824623276691247,0.0003206155819172812,2,6,0.0025649246553382495,60.8780487804878,0.0272523244629689,0.0006412311638345624,3,0,0,8
08-680,0.0012956724540036275,0.009069707178025395,52.863013698630134,0.01891681782845297,0,2,6,0.007774034724021767,30.438356164383563,0.019694221300855144,0.0002591344908007256,1,7,0.005441824306815237,69.86301369863014,0.041720653018916816,0.0007774034724021767,8,1,9,9
12-167,-0.00243605359317905,0.005684125050751117,107.08695652173913,0.00933820544051969,0,1,6,0.008120178643930167,164.47826086956522,0.014616321559074299,0,1,6,0.001218026796589525,121.04347826086956,0.02476654486398701,0,3,1,9,9
07-581,-0.005370569280343717,0.006086645184389545,60.71739130434783,0.016469745793054064,0,1,6,0.011457214464733263,62.82608695652174,0.020050125313283207,0,2,7,0.002506265664160401,105.45652173913044,0.04117436448263516,0.0007160759040458289,7,1,1,9
07-290,0.0009741841207988322,0.009985387238188018,53.324675324675326,0.018753044325377496,0,1,8,0.009011203117389186,45.922077922077925,0.015830491962981003,0,1,7,0.0031660983925962008,90.94805194805195,0.046760837798343884,0.0007306380905991232,4,0,1,9
06-939,-0.001307531380753138,0.005230125523012552,86.9090909090909,0.011506276150627616,0,2,4,0.00653765690376569,66.79545454545455,0.021705020920502093,0.0002615062761506276,1,3,0.003922594142259414,88.93181818181819,0.03399581589958159,0.0002615062761506276,5,1,5,9
08-6925,-0.0008295313148071349,0.009124844462878473,35.985074626865675,0.02778929904603899,0,1,7,0.009954375777685608,49.223880597014926,0.019493985897967647,0,1,7,0.0033181252592285357,66.76119402985074,0.051430941518042304,0.00041476565740356696,4,1,5,9
15-7,-0.00035511363636363605,0.006747159090909091,58.666666666666664,0.017045454545454544,0,1,4,0.007102272727272727,79.52083333333333,0.01455965909090909,0,2,4,0.007102272727272727,76.27083333333333,0.03409090909090909,0.0003551136363636364,6,1,8,8
15-474,-0.0016129032258064523,0.0077956989247311825,50.95890410958904,0.019623655913978494,0.00026881720430107527,1,5,0.009408602150537635,38.178082191780824,0.01478494623655914,0,1,5,0.008333333333333333,70.65753424657534,0.03951612903225806,0.002150537634408602,8,1,8,8
12-9490,0.007710557532621589,0.010972716488730723,46.833333333333336,0.021352313167259787,0,1,6,0.003262158956109134,16.416666666666668,0.005338078291814947,0,2,5,0.0017793594306049821,71.69444444444444,0.04418742586002373,0.0017793594306049821,4,0,1,9
11-1231,-0.0021910604732690627,0.007887817703768623,78.6896551724138,0.012708150744960562,0,1,5,0.010078878177037686,118.27586206896552,0.024539877300613498,0,1,7,0.0035056967572304996,123.06896551724138,0.04382120946538125,0,3,1,9,9
09-837,0.009029345372460496,0.010964205095130602,58.509433962264154,0.01709126088358594,0.0003224766204450177,1,5,0.0019348597226701064,35.924528301886795,0.009674298613350531,0.0003224766204450177,1,3,0.0025798129635601417,36.528301886792455,0.019026120606256046,0.0003224766204450177,2,0,8,8
13-684,-0.0014409221902017297,0.0033621517771373678,109.57894736842105,0.009125840537944284,0.00024015369836695484,2,6,0.004803073967339097,87.39473684210526,0.010326609029779058,0.00024015369836695484,1,5,0.0012007684918347744,69.86842105263158,0.020172910662824207,0.0004803073967339097,2,1,9,9
09-497,-0.002172338884866039,0.011585807385952208,48.45614035087719,0.020637219406227373,0,1,7,0.013758146270818247,44.14035087719298,0.027878349022447502,0,1,7,0.005792903692976104,94.2280701754386,0.05177407675597393,0.0010861694424330196,4,1,1,9
12-43,-0.001087251970644197,0.0073389508018483285,75.08163265306122,0.01331883664039141,0,1,6,0.008426202772492526,54.755102040816325,0.01386246262571351,0,1,4,0.002446316933949443,95.9795918367347,0.029355803207393314,0.0008154389779831476,4,1,9,9
08-310,0,0.01036682615629984,50.16,0.019936204146730464,0.0002658160552897395,1,7,0.01036682615629984,40.96,0.02046783625730994,0,1,7,0.006113769271664009,60.81333333333333,0.0417331206804891,0.001063264221158958,5,1,5,9
10-1211,-0.004672897196261682,0.0040887850467289715,85.6,0.011682242990654205,0,1,6,0.008761682242990653,62.725,0.012266355140186916,0,1,6,0.002336448598130841,93.35,0.02453271028037383,0,3,1,3,9
11-94,-0.001858045336306206,0.007060572277963582,48.05357142857143,0.020810107766629504,0,1,5,0.008918617614269788,61.82142857142857,0.020438498699368264,0,1,7,0.008175399479747306,63.589285714285715,0.045707915273132664,0.0011148272017837235,7,1,3,9
13-1067,-0.0002848191398461975,0.00854457419538593,41.79761904761905,0.023924807747080605,0,2,8,0.008829393335232128,33.857142857142854,0.017373967530618057,0.0002848191398461977,1,5,0.007120478496154941,57.63095238095238,0.04329250925662204,0,7,1,9,9
07-1114,-0.00023391812865497085,0.005146198830409357,79.16666666666667,0.01263157894736842,0.00023391812865497077,1,5,0.005380116959064328,58.5,0.009122807017543859,0,1,6,0.0023391812865497076,72.94444444444444,0.022222222222222223,0,3,1,5,9
08-22,0,0.010075566750629723,52.0655737704918,0.01920654911838791,0,1,6,0.010075566750629723,45.50819672131148,0.021095717884130984,0.00031486146095717883,1,6,0.004722921914357683,75.81967213114754,0.042821158690176324,0.0012594458438287153,5,1,1,9
10-1121,0.0022232103156958633,0.01067140951534015,33.56716417910448,0.029791018230324588,0,1,6,0.008448199199644287,45.88059701492537,0.01600711427301023,0,1,5,0.00755891507336594,68.73134328358209,0.0493552690084482,0.0013339261894175188,6,1,5,9
09-846,0.0018567639257294436,0.00610079575596817,83.77777777777777,0.011936339522546418,0,1,6,0.004244031830238726,62.37777777777778,0.010875331564986738,0,1,6,0.003713527851458886,65.53333333333333,0.02413793103448276,0.0002652519893899204,4,1,6,8
13-534,0.0008818342151675485,0.006760728982951205,64.18867924528301,0.01557907113462669,0,1,7,0.005878894767783657,58.283018867924525,0.011757789535567314,0,1,8,0.0023515579071134627,85.56603773584905,0.027630805408583186,0,2,0,3,9
10-9995,-0.0011797090051120715,0.007078254030672434,63.575,0.015729453401494297,0.00039323633503735744,1,5,0.008257963035784506,62.125,0.020448289421942586,0,2,6,0.005112072355485647,116.55,0.03853716083366103,0,8,1,9,9
12-515,-0.002176278563656148,0.008161044613710556,50.35616438356164,0.01985854189336235,0,1,5,0.010337323177366704,47.50684931506849,0.01985854189336235,0,2,6,0.003264417845484222,63.3013698630137,0.04325353645266594,0.001088139281828074,5,0,1,9
14-916,-0.0029985007496251877,0.006896551724137931,66.7,0.014992503748125937,0,1,7,0.009895052473763119,65.46,0.020089955022488757,0,1,6,0.007796101949025487,74.14,0.037181409295352325,0.0005997001499250374,6,1,8,8
12-1493,0,0.0038147138964577656,87.38095238095238,0.011444141689373298,0,1,6,0.0038147138964577656,77.88095238095238,0.014713896457765668,0,1,4,0.0027247956403269754,102.5952380952381,0.02888283378746594,0.0010899182561307902,3,0,1,9
14-86,0,0.008824292758889176,62.145161290322584,0.016091357383856735,0,1,6,0.008824292758889176,38.75806451612903,0.014015053205294576,0,1,7,0.005450298468725669,76.74193548387096,0.03296132883467428,0.0007786140669608098,6,1,7,9
09-329,0.0014667057788207687,0.005573481959518921,71.02083333333333,0.014080375476679377,0.0008800234672924611,2,8,0.004106776180698152,60.541666666666664,0.012026987386330302,0,1,6,0.002933411557641537,64.95833333333333,0.02757406864183045,0.0005866823115283074,5,1,9,9
09-1159,-0.003004643540016389,0.004916689429117728,93.87179487179488,0.010652827096421742,0,2,7,0.007921332969134116,84.92307692307692,0.01775471182736957,0,1,6,0.004370390603660202,98.25641025641026,0.0292269871619776,0.0002731494127287626,4,0,5,9
06-11429,0.006626173384870237,0.007454445057979017,67.07407407407408,0.014908890115958034,0,1,6,0.0008282716731087797,23.166666666666668,0.002484815019326339,0,1,2,0.0016565433462175593,36.925925925925924,0.018221976808393152,0,2,0,9,9
09-868,0.008369601606963508,0.015400066956812855,32.824175824175825,0.03046534984934717,0,1,8,0.007030465349849347,17.208791208791208,0.026113157013726147,0,1,5,0.009373953799799129,56.285714285714285,0.06160026782725142,0.00033478406427854036,6,0,9,9
14-452,0.0011514104778353488,0.006620610247553253,64.33333333333333,0.015544041450777202,0,1,6,0.005469199769717904,67.51851851851852,0.014392630972941854,0,2,6,0.0014392630972941854,76.12962962962963,0.03166378814047208,0.0005757052389176742,3,1,7,9
09-751,0.001342281879194631,0.01476510067114094,30.616438356164384,0.032662192393736016,0,1,7,0.013422818791946308,34.205479452054796,0.03400447427293065,0,1,7,0.009395973154362415,73.71232876712328,0.07651006711409396,0.0013422818791946308,8,0,7,9
08-905,0.006327006327006328,0.012321012321012322,49.22950819672131,0.020313020313020312,0,1,7,0.005994005994005994,53.278688524590166,0.015651015651015652,0,2,6,0.003996003996003996,59.91803278688525,0.03696303696303696,0,3,0,9,9
11-1160,0.0026239832065074777,0.009446339543426921,60.492063492063494,0.016531094200997114,0,1,8,0.006822356336919444,44.3968253968254,0.012857517711886644,0,1,6,0.0060351613749672,60.95238095238095,0.030700603516137497,0.0010495932826029913,3,1,9,9
06-937,0.000791139240506329,0.005537974683544304,82.43478260869566,0.012130801687763712,0,2,5,0.004746835443037975,69.54347826086956,0.017668776371308016,0,1,5,0.004219409282700422,82.21739130434783,0.03138185654008439,0,4,1,9,9
13-1428,0.003191489361702128,0.007446808510638298,60,0.016666666666666666,0,1,4,0.00425531914893617,54.06382978723404,0.012056737588652482,0,1,4,0.0014184397163120568,64.12765957446808,0.030141843971631204,0.0007092198581560284,1,1,1,9
11-1118,-0.003834565872363735,0.0046562585592988225,117.7741935483871,0.008490824431662557,0,1,6,0.008490824431662557,90.54838709677419,0.017803341550260202,0,1,5,0.0035606683100520404,103.03225806451613,0.026568063544234456,0.0005477951246233908,2,1,9,9
14-844,-0.002380952380952381,0.003703703703703704,87.90697674418605,0.011375661375661376,0,1,4,0.006084656084656085,79.04651162790698,0.009259259259259259,0,1,4,0.0010582010582010583,68.4186046511628,0.02275132275132275,0.00026455026455026457,3,0,9,9
06-1595,0.0006849315068493157,0.007534246575342466,47.096774193548384,0.021232876712328767,0,2,8,0.00684931506849315,32.903225806451616,0.020205479452054795,0.00034246575342465754,1,4,0.003767123287671233,79.95161290322581,0.04417808219178082,0.0013698630136986301,5,1,9,9
07-1216,-0.004068857589984351,0.005633802816901409,58.09090909090909,0.017214397496087636,0.00031298904538341156,1,6,0.00970266040688576,54.54545454545455,0.018466353677621283,0,1,5,0.005320813771517997,90.76363636363637,0.03599374021909233,0.0006259780907668231,4,0,9,9
13-975,-0.002979145978152929,0.004965243296921549,62.9375,0.015888778550148957,0.00033101621979476995,1,7,0.007944389275074478,46.958333333333336,0.015557762330354188,0,1,7,0.004303210857332009,96.3125,0.04270109235352532,0.0013240648791790798,7,1,3,9
11-338,0.0037757769387162356,0.008422887017136218,60.40350877192982,0.016555329654371186,0.0002904443799012489,2,6,0.004647110078419983,58.80701754385965,0.01045599767644496,0,1,6,0.004066221318617485,37.175438596491226,0.027301771710717397,0,2,1,6,8
14-556,0.0012012012012012014,0.007207207207207207,72.3913043478261,0.013813813813813814,0,1,5,0.006006006006006006,45.41304347826087,0.015615615615615615,0,1,5,0.006606606606606606,57.84782608695652,0.03303303303303303,0.0006006006006006006,7,1,1,9
06-9130,-0.0035063113604488078,0.001402524544179523,118.83333333333333,0.008415147265077139,0,1,3,0.004908835904628331,84.33333333333333,0.010051425899953248,0,1,6,0.001402524544179523,90.72222222222223,0.019635343618513323,0.0002337540906965872,2,0,1,9
13-719,-0.003009781790820166,0.004890895410082769,56.5531914893617,0.017682468021068473,0,1,5,0.007900677200902935,64.85106382978724,0.021068472535741158,0,1,6,0.002257336343115124,104.53191489361703,0.042136945071482315,0,3,1,1,9
13-461,-0.00026553372278279334,0.0034519383961763143,99.10526315789474,0.01009028146574615,0,2,4,0.0037174721189591076,92.02631578947368,0.00929368029739777,0.0002655337227827934,1,6,0.002124269782262347,96.5,0.021242697822623474,0.0010621348911311736,3,1,3,9
12-96,0.0029629629629629624,0.010074074074074074,52.734375,0.018962962962962963,0.0002962962962962963,1,7,0.0071111111111111115,65.5625,0.016888888888888887,0.0005925925925925926,2,5,0.004740740740740741,81.34375,0.039407407407407405,0,7,1,1,9
07-689,-0.0003669724770642216,0.008440366972477064,46.98275862068966,0.02128440366972477,0,1,7,0.008807339449541285,54.08620689655172,0.01761467889908257,0,2,4,0.0014678899082568807,73.39655172413794,0.04146788990825688,0.0007339449541284404,3,0,1,9
08-108,-0.00027517886626307175,0.0049532195927352776,63.75438596491228,0.015685195376995045,0.000275178866263071,1,5,0.005228398458998349,56.64912280701754,0.010181618051733628,0,1,7,0.001926252063841497,66.19298245614036,0.026141992294991746,0.000825536598789213,3,1,9,9
12-1497,-0.004185944040537563,0.0055078211059704785,92.63265306122449,0.010795329367702137,0,1,6,0.009693765146508042,83.06122448979592,0.01982815598149372,0.0002203128442388191,2,9,0.00506719541749284,54.30612244897959,0.03040317250495704,0,2,1,9,9
07-1601,-0.005854177754124534,0.005321979776476849,89.47619047619048,0.011176157530601383,0,2,6,0.011176157530601383,80.07142857142857,0.017030335284725917,0,1,6,0.0007982969664715274,100.52380952380952,0.02927088877062267,0.0005321979776476849,1,1,7,9
11-1518,-0.0034522439585730723,0.006904487917146145,59.25,0.016877637130801686,0,1,4,0.010356731875719217,68.02272727272727,0.02454929037207518,0.0003835826620636747,2,7,0.0019179133103183737,104.81818181818181,0.04219409282700422,0.0007671653241273494,3,1,9,9
09-1476,-0.0030864197530864196,0.004629629629629629,72,0.013888888888888888,0,2,4,0.007716049382716049,71.88888888888889,0.013271604938271606,0,1,7,0.0012345679012345679,66.26666666666667,0.027469135802469135,0,1,1,9,9
14-1280,0.001261431725007884,0.010406811731315043,45.95652173913044,0.021759697256385997,0,2,6,0.00914538000630716,50.98550724637681,0.020813623462630087,0.000315357931251971,1,7,0.003784295175023652,63.47826086956522,0.04446546830652791,0.001892147587511826,4,1,4,8
08-322,0.0005952380952380949,0.009226190476190476,58.94736842105263,0.016964285714285713,0,1,7,0.008630952380952382,63.80701754385965,0.01994047619047619,0,2,5,0.001488095238095238,83,0.038392857142857145,0.00029761904761904765,3,1,7,9
08-1529,-0.004058441558441558,0.003246753246753247,105.6,0.00946969696969697,0,2,5,0.007305194805194805,88.11428571428571,0.013528138528138528,0,1,6,0.0016233766233766235,67.51428571428572,0.023809523809523808,0.0008116883116883117,4,1,9,9
06-1321,-0.003859761981344483,0.007076230299131554,51.81666666666667,0.01929880990672242,0,1,6,0.010935992280476037,56.7,0.01929880990672242,0,1,6,0.003538115149565777,66.43333333333334,0.04020585397233837,0.000321646831778707,5,1,3,9
09-996,-0.0037817396002161,0.010264721772015126,31.913793103448278,0.031334413830361965,0,1,7,0.014046461372231226,37.94827586206897,0.036736898973527825,0,1,7,0.007563479200432199,79.55172413793103,0.07401404646137223,0,7,1,9,9
08-5274,-0.004721030042918455,0.009871244635193134,44.80769230769231,0.022317596566523604,0,1,6,0.014592274678111588,66.01923076923077,0.030042918454935622,0.00042918454935622315,1,4,0.0012875536480686696,85.5576923076923,0.05793991416309013,0.0008583690987124463,2,0,5,9
12-547,-0.006509357200976404,0.003797125033902902,75.24489795918367,0.013289937618660158,0.00027122321670735016,1,7,0.010306482234879306,61.95918367346939,0.024681312720368862,0,1,7,0.005966910767561703,76.24489795918367,0.04014103607268782,0.0008136696501220504,5,1,9,9
08-67,-0.004999999999999999,0.005454545454545455,68.75,0.014545454545454545,0,1,5,0.010454545454545454,105.125,0.02409090909090909,0.00045454545454545455,1,6,0.0018181818181818182,128.34375,0.038636363636363635,0,2,1,3,9
09-1298,-0.002834467120181405,0.007369614512471655,64.14545454545454,0.015589569160997732,0.0005668934240362812,1,5,0.01020408163265306,58.30909090909091,0.017006802721088437,0.0002834467120181406,1,6,0.00963718820861678,78.6,0.03599773242630386,0.0017006802721088435,8,1,9,9
12-207,-0.0021678538247135344,0.008052028491793125,53.81666666666667,0.018581604211830288,0,2,8,0.010219882316506659,48.4,0.0192009910188913,0,1,8,0.0018581604211830288,81.03333333333333,0.03964075565190461,0.0012387736141220192,3,1,1,9
12-138,0.0018487394957983194,0.004033613445378151,123.95833333333333,0.008067226890756302,0.0001680672268907563,2,8,0.002184873949579832,43.416666666666664,0.005546218487394958,0.0003361344537815126,1,7,0.0015126050420168067,81.1875,0.014621848739495798,0.0003361344537815126,5,1,5,9
