"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1985-130","1985-130-01","1985-130-01-01","1985-130-01-01-01",6/26/1986,1,"477 U.S. 365","106 S. Ct. 2574","91 L. Ed. 2d 305","1986 U.S. LEXIS 63",1985,1507,"Burger","84-1661","KIMMELMAN, ATTORNEY GENERAL OF NEW JERSEY, et al. v. MORRISON",3/5/1986,,28,35,100,,1,,,0,92,,23,,0,12,5,2,1,2,0,0,0,0,10120,1,2,0,7,,3,341,,92,99,1,9,0
"1985-131","1985-131-01","1985-131-01-01","1985-131-01-01-01",6/26/1986,1,"477 U.S. 399","106 S. Ct. 2595","91 L. Ed. 2d 335","1986 U.S. LEXIS 64",1985,1507,"Burger","85-5542","FORD v. WAINWRIGHT, SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS",4/22/1986,,126,,28,12,1,,,0,58,,31,,1,10,2,1,1,4,0,1,0,0,10130,1,2,0,2,7,2,221,,98,92,1,5,4
"1985-132","1985-132-01","1985-132-01-01","1985-132-01-01-01",6/26/1986,1,"477 U.S. 436","106 S. Ct. 2616","91 L. Ed. 2d 364","1986 U.S. LEXIS 65",1985,1507,"Burger","84-1479","KUHLMANN, SUPERINTENDENT, SULLIVAN CORRECTIONAL FACILITY v. WILSON",1/14/1986,,28,37,100,,1,,,0,96,,22,,1,11,3,2,1,4,0,1,0,0,10120,1,1,0,2,,2,214,,101,99,1,6,3
"1985-133","1985-133-01","1985-133-01-01","1985-133-01-01-01",6/26/1986,1,"477 U.S. 478","106 S. Ct. 2639","91 L. Ed. 2d 397","1986 U.S. LEXIS 66",1985,1507,"Burger","84-1554","MURRAY, DIRECTOR, VIRGINIA DEPARTMENT OF CORRECTIONS v. CARRIER",1/21/1986,,28,55,100,,1,,,0,126,,24,,1,12,4,2,1,4,0,1,0,0,10020,1,1,0,7,,,,,104,99,1,7,2
"1985-134","1985-134-01","1985-134-01-01","1985-134-01-01-01",6/26/1986,1,"477 U.S. 527","106 S. Ct. 2661","91 L. Ed. 2d 434","1986 U.S. LEXIS 67",1985,1507,"Burger","85-5487","SMITH v. MURRAY, DIRECTOR, VIRGINIA DEPARTMENT OF CORRECTIONS",3/4/1986,,126,,28,55,1,,,0,126,,24,,0,11,2,1,1,2,0,0,0,0,10020,1,1,0,7,,,,,104,99,1,5,4
"1985-135","1985-135-01","1985-135-01-01","1985-135-01-01-01",6/26/1986,1,"477 U.S. 556","106 S. Ct. 2683","91 L. Ed. 2d 459","1986 U.S. LEXIS 68",1985,1507,"Burger","84-1904","UNITED STATES DEPARTMENT OF THE TREASURY, BUREAU OF ALCOHOL, TOBACCO AND FIREARMS v. GALIOTO",3/26/1986,,408,,169,,2,108,,0,92,,92,,0,1,,2,1,5,0,1,0,0,90130,9,1,0,3,,,,,99,99,1,9,0
"1985-136","1985-136-01","1985-136-01-01","1985-136-01-01-01",6/27/1986,7,"477 U.S. 561","106 S. Ct. 2686","91 L. Ed. 2d 466","1986 U.S. LEXIS 69",1985,1507,"Burger","85-224","CITY OF RIVERSIDE et al. v. RIVERA et al.",3/31/1986,,3,6,222,,1,,,0,48,,29,,0,12,2,2,1,2,0,0,0,0,60010,6,2,0,4,,3,328,,92,92,1,5,4
"1985-137","1985-137-01","1985-137-01-01","1985-137-01-01-01",6/27/1986,1,"477 U.S. 597","106 S. Ct. 2705","91 L. Ed. 2d 494","1986 U.S. LEXIS 70",1985,1507,"Burger","85-289","UNITED STATES DEPARTMENT OF TRANSPORTATION et al. v. PARALYZED VETERANS OF AMERICA et al.",3/26/1986,,329,,164,,1,12,,0,32,,32,,0,11,8,2,1,4,0,1,0,0,20210,2,1,0,4,,3,360,,101,99,1,6,3
"1985-138","1985-138-01","1985-138-01-01","1985-138-01-01-01",6/27/1986,1,"477 U.S. 619","106 S. Ct. 2718","91 L. Ed. 2d 512","1986 U.S. LEXIS 71",1985,1507,"Burger","85-488","OHIO CIVIL RIGHTS COMMISSION et al. v. DAYTON CHRISTIAN SCHOOLS, INC., et al.",3/26/1986,,4,41,232,,2,117,41,0,104,,26,,0,1,3,1,1,4,0,1,0,0,90030,9,2,0,4,,6,600,"28 U.S.C. § 1254",102,99,1,9,0
"1985-139","1985-139-01","1985-139-01-01","1985-139-01-01-01",6/27/1986,1,"477 U.S. 635","106 S. Ct. 2727","91 L. Ed. 2d 527","1986 U.S. LEXIS 72",1985,1507,"Burger","85-250","LYNG, SECRETARY OF AGRICULTURE v. CASTILLO et al.",4/29/1986,,304,,212,,2,,,0,121,,121,,0,1,,2,1,3,0,1,0,0,20180,2,1,0,1,,2,212,,103,99,1,6,3
"1985-140","1985-140-01","1985-140-01-01","1985-140-01-01-01",6/27/1986,6,"477 U.S. 648","106 S. Ct. 2734","91 L. Ed. 2d 539","1986 U.S. LEXIS 73",1985,1507,"Burger","85-162","NEW MEXICO v. EARNEST",4/1/1986,,28,36,100,,1,,,0,302,36,300,36,0,12,3,2,1,5,0,1,0,0,10270,1,1,0,3,,2,213,,,99,1,9,0
"1985-141","1985-141-01","1985-141-01-01","1985-141-01-01-01",6/30/1986,1,"478 U.S. 1","106 S. Ct. 2735","92 L. Ed. 2d 1","1986 U.S. LEXIS 120",1985,1507,"Burger","84-1560","PRESS-ENTERPRISE CO. v. SUPERIOR COURT OF CALIFORNIA FOR THE COUNTY OF RIVERSIDE",2/26/1986,,220,,6,6,1,,,0,302,6,300,6,0,11,2,1,1,3,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,7,2
"1985-142","1985-142-01","1985-142-01-01","1985-142-01-01-01",6/30/1986,1,"478 U.S. 30","106 S. Ct. 2752","92 L. Ed. 2d 25","1986 U.S. LEXIS 121",1985,1507,"Burger","83-1968","THORNBURG, ATTORNEY GENERAL OF NORTH CAROLINA, et al. v. GINGLES et al.",12/4/1985,,28,38,251,,2,,,1,98,,98,,0,1,,2,1,6,0,0,0,0,20020,2,2,0,4,,3,378,,92,99,1,9,0
"1985-143","1985-143-01","1985-143-01-01","1985-143-01-01-01",6/30/1986,1,"478 U.S. 109","106 S. Ct. 2797","92 L. Ed. 2d 85","1986 U.S. LEXIS 122",1985,1507,"Burger","84-1244","DAVIS et al. v. BANDEMER et al.",10/7/1985,,28,18,211,,2,,,1,69,,69,,1,1,,2,1,3,0,1,0,0,20090,2,1,0,2,,2,231,,95,92,1,6,3
"1985-144","1985-144-01","1985-144-01-01","1985-144-01-01-01",6/30/1986,1,"478 U.S. 186","106 S. Ct. 2841","92 L. Ed. 2d 140","1986 U.S. LEXIS 123",1985,1507,"Burger","85-140","BOWERS, ATTORNEY GENERAL OF GEORGIA v. HARDWICK et al.",3/31/1986,,28,13,162,,1,,,0,60,,31,,1,2,4,2,1,3,0,1,0,0,50010,5,1,0,2,,2,230,,95,99,1,5,4
"1985-145","1985-145-01","1985-145-01-01","1985-145-01-01-01",6/30/1986,1,"478 U.S. 221","106 S. Ct. 2860","92 L. Ed. 2d 166","1986 U.S. LEXIS 124",1985,1507,"Burger","85-954","JAPAN WHALING ASSOCIATION et al. v. AMERICAN CETACEAN SOCIETY et al.",4/30/1986,,157,,150,,1,16,,0,55,,32,,1,12,2,2,1,3,0,1,0,0,80130,8,1,0,4,,6,600,"16 U.S.C. § 1821",95,99,1,5,4
"1985-146","1985-146-01","1985-146-01-01","1985-146-01-01-01",6/30/1986,2,"478 U.S. 251","106 S. Ct. 2876","92 L. Ed. 2d 192","1986 U.S. LEXIS 125",1985,1507,"Burger","85-1500","ACOSTA v. LOUISIANA DEPARTMENT OF HEALTH AND HUMAN RESOURCES et al.",,,501,,7,22,1,117,22,0,,,25,,0,2,9,1,1,2,0,0,0,0,90110,9,1,0,4,,4,400,,,99,1,7,0
"1985-147","1985-147-01","1985-147-01-01","1985-147-01-01-01",6/30/1986,2,"478 U.S. 255","106 S. Ct. 2878","92 L. Ed. 2d 199","1986 U.S. LEXIS 126",1985,1507,"Burger","85-6593","ALLEN v. HARDY et al.",,,100,,28,17,1,,,0,66,,27,,0,12,9,1,1,2,0,0,0,0,10040,1,1,0,7,,5,501,,,99,1,6,0
"1985-148","1985-148-01","1985-148-01-01","1985-148-01-01-01",7/7/1986,1,"478 U.S. 265","106 S. Ct. 2932","92 L. Ed. 2d 209","1986 U.S. LEXIS 127",1985,1507,"Burger","85-499","PAPASAN, SUPERINTENDENT OF EDUCATION, et al. v. ALLAIN, GOVERNOR OF MISSISSIPPI, et al.",4/22/1986,,21,29,28,29,1,,,0,84,,25,,0,12,2,1,1,7,0,0,0,1,20050,2,1,0,2,,2,224,,95,99,1,5,4
"1985-149","1985-149-01","1985-149-01-01","1985-149-01-01-01",7/1/1986,1,"478 U.S. 310","106 S. Ct. 2957","92 L. Ed. 2d 250","1986 U.S. LEXIS 128",1985,1507,"Burger","85-54","LIBRARY OF CONGRESS et al. v. SHAW",2/24/1986,,27,,10,60,1,60,,0,55,,32,,1,11,2,2,1,4,0,1,0,0,60010,6,1,0,4,,3,384,,100,99,1,6,3
"1985-150","1985-150-01","1985-150-01-01","1985-150-01-01-01",7/1/1986,1,"478 U.S. 328","106 S. Ct. 2968","92 L. Ed. 2d 266","1986 U.S. LEXIS 129",1985,1507,"Burger","84-1903","POSADAS DE PUERTO RICO ASSOCIATES, DBA CONDADO HOLIDAY INN v. TOURISM COMPANY OF PUERTO RICO et al.",4/28/1986,,109,,28,46,2,117,46,0,302,46,300,46,1,1,9,1,1,2,0,0,0,0,30020,3,1,0,2,,2,231,,102,99,1,5,4
"1985-151","1985-151-01","1985-151-01-01","1985-151-01-01-01",7/1/1986,1,"478 U.S. 364","106 S. Ct. 2988","92 L. Ed. 2d 296","1986 U.S. LEXIS 130",1985,1507,"Burger","85-5404","ALLEN v. ILLINOIS",4/30/1986,,136,,28,17,1,,,0,302,17,300,17,0,12,3,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,102,99,1,5,4
"1985-152","1985-152-01","1985-152-01-01","1985-152-01-01-01",7/1/1986,6,"478 U.S. 385","106 S. Ct. 3000","92 L. Ed. 2d 315","1986 U.S. LEXIS 131",1985,1507,"Burger","85-93","BAZEMORE et al. v. FRIDAY et al.",4/22/1986,,182,,19,38,1,117,38,0,98,,24,,1,12,2,1,1,7,0,1,0,0,20060,2,2,0,4,,3,384,,,99,1,9,0
"1985-153","1985-153-01","1985-153-01-01","1985-153-01-01-01",7/2/1986,1,"478 U.S. 421","106 S. Ct. 3019","92 L. Ed. 2d 344","1986 U.S. LEXIS 132",1985,1507,"Burger","84-1656","LOCAL 28 OF THE SHEET METAL WORKERS' INTERNATIONAL ASSOCIATION et al. v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION et al.",2/25/1986,,249,,332,,1,117,37,0,96,,22,,1,12,2,2,1,2,0,0,0,0,20070,2,2,0,4,,3,384,,92,92,1,5,4
"1985-154","1985-154-01","1985-154-01-01","1985-154-01-01-01",7/2/1986,1,"478 U.S. 501","106 S. Ct. 3063","92 L. Ed. 2d 405","1986 U.S. LEXIS 133",1985,1507,"Burger","84-1999","LOCAL NUMBER 93, INTERNATIONAL ASSOCIATION OF FIREFIGHTERS, AFL-CIO, C. L. C. v. CITY OF CLEVELAND et al.",2/25/1986,,249,,3,41,1,117,41,0,103,,26,,1,10,2,2,1,2,0,0,0,0,20070,2,2,0,4,,3,384,,92,92,1,6,3
"1985-155","1985-155-01","1985-155-01-01","1985-155-01-01-01",7/2/1986,1,"478 U.S. 546","106 S. Ct. 3088","92 L. Ed. 2d 439","1986 U.S. LEXIS 134",1985,1507,"Burger","85-5","PENNSYLVANIA et al. v. DELAWARE VALLEY CITIZENS' COUNCIL FOR CLEAN AIR et al.",3/3/1986,,28,45,150,,1,33,,0,109,,23,,1,12,2,2,1,6,0,1,0,0,60010,6,1,0,4,,3,304,,95,99,1,6,3
"1985-156","1985-156-01","1985-156-01-01","1985-156-01-01-01",7/2/1986,1,"478 U.S. 570","106 S. Ct. 3101","92 L. Ed. 2d 460","1986 U.S. LEXIS 135",1985,1507,"Burger","84-1974","ROSE, WARDEN v. CLARK",3/24/1986,,28,50,100,,1,,,0,117,,26,,0,12,2,2,1,5,0,1,0,0,10220,1,1,0,7,,5,505,,101,99,1,6,3
"1985-157","1985-157-01","1985-157-01-01","1985-157-01-01-01",7/2/1986,1,"478 U.S. 597","106 S. Ct. 3116","92 L. Ed. 2d 483","1986 U.S. LEXIS 136",1985,1507,"Burger","85-434","UNITED STATES v. JAMES et al.",4/21/1986,,27,,208,,1,,,0,119,,25,,1,2,3,2,1,3,0,1,0,0,80060,8,2,0,4,,6,600,"33 U.S.C. § 702",101,99,1,6,3
"1985-158","1985-158-01","1985-158-01-01","1985-158-01-01-01",7/2/1986,1,"478 U.S. 621","106 S. Ct. 3129","92 L. Ed. 2d 504","1986 U.S. LEXIS 137",1985,1507,"Burger","85-117","BAKER et al. v. GENERAL MOTORS CORP. et al.",4/2/1986,,247,,151,,2,117,27,0,302,27,300,27,0,1,2,1,1,2,0,0,0,0,100030,10,1,0,4,,3,356,,103,99,1,6,3
"1985-159","1985-159-01","1985-159-01-01","1985-159-01-01-01",7/2/1986,1,"478 U.S. 647","106 S. Ct. 3143","92 L. Ed. 2d 525","1986 U.S. LEXIS 138",1985,1507,"Burger","85-519","RANDALL et al. v. LOFTSGAARDEN et al.",4/2/1986,,173,,237,,1,,,0,83,,28,,1,3,11,2,1,4,0,1,0,0,80120,8,1,0,4,,3,365,,104,99,1,8,1
"1985-160","1985-160-01","1985-160-01-01","1985-160-01-01-01",7/7/1986,1,"478 U.S. 675","106 S. Ct. 3159","92 L. Ed. 2d 549","1986 U.S. LEXIS 139",1985,1507,"Burger","84-1667","BETHEL SCHOOL DISTRICT NO. 403 et al. v. FRASER, A MINOR, et al.",3/3/1986,,21,56,239,,1,117,56,0,129,,29,,0,11,2,2,1,3,0,1,0,0,30010,3,1,0,2,,2,200,,99,99,1,7,2
"1985-161","1985-161-01","1985-161-01-01","1985-161-01-01-01",7/7/1986,1,"478 U.S. 697","106 S. Ct. 3172","92 L. Ed. 2d 568","1986 U.S. LEXIS 140",1985,1507,"Burger","85-437","ARCARA, DISTRICT ATTORNEY OF ERIE COUNTY v. CLOUD BOOKS, INC., DBA VILLAGE BOOK & NEWS STORE, et al.",4/29/1986,,28,37,117,,1,,,0,302,37,300,37,0,6,3,2,1,3,0,1,0,0,30010,3,1,0,2,,2,200,,99,99,1,6,3
"1985-162","1985-162-01","1985-162-01-01","1985-162-01-01-01",7/7/1986,1,"478 U.S. 714","106 S. Ct. 3181","92 L. Ed. 2d 583","1986 U.S. LEXIS 141",1985,1507,"Burger","85-1377","BOWSHER, COMPTROLLER GENERAL OF THE UNITED STATES v. SYNAR, MEMBER OF CONGRESS, et al.",4/23/1986,,360,,211,,2,60,,1,55,,55,,0,1,,3,2,2,0,0,0,0,130020,13,3,0,1,,1,109,,99,99,1,7,2
"1985-163","1985-163-01","1985-163-01-01","1985-163-01-01-01",7/7/1986,1,"478 U.S. 788","106 S. Ct. 3220","92 L. Ed. 2d 635","1986 U.S. LEXIS 142",1985,1507,"Burger","85-588","UNIVERSITY OF TENNESSEE et al. v. ELLIOTT",4/21/1986,,28,50,10,50,1,117,50,0,118,,26,,0,11,3,2,1,7,0,1,0,0,20060,2,1,0,7,,5,506,,95,99,1,5,3
"1985-164","1985-164-01","1985-164-01-01","1985-164-01-01-01",7/7/1986,1,"478 U.S. 804","106 S. Ct. 3229","92 L. Ed. 2d 650","1986 U.S. LEXIS 143",1985,1507,"Burger","85-619","MERRELL DOW PHARMACEUTICALS INC. v. THOMPSON et al., AS NEXT FRIENDS AND GUARDIANS OF THOMPSON et al.",4/28/1986,,143,,208,,1,,,0,104,,26,,0,12,3,1,1,2,0,0,0,0,90400,9,1,0,4,,6,600,"28 U.S.C. § 1331",103,99,1,5,4
"1985-165","1985-165-01","1985-165-01-01","1985-165-01-01-01",7/7/1986,1,"478 U.S. 833","106 S. Ct. 3245","92 L. Ed. 2d 675","1986 U.S. LEXIS 144",1985,1507,"Burger","85-621","COMMODITY FUTURES TRADING COMMISSION v. SCHOR et al.",4/29/1986,,315,,173,,1,15,,0,32,,32,,1,12,6,2,1,4,0,1,0,0,90120,9,1,0,4,,6,600,"7 U.S.C. § 1",104,99,1,7,2
"1986-001","1986-001-01","1986-001-01-01","1986-001-01-01-01",11/3/1986,2,"479 U.S. 1","107 S. Ct. 334","93 L. Ed. 2d 183","1986 U.S. LEXIS 14",1986,1601,"Rehnquist","85-1388","ROSE v. ARKANSAS STATE POLICE et al.",,,208,,28,5,1,117,5,0,301,5,301,5,0,12,2,1,3,4,0,1,0,0,100120,10,2,0,2,,1,148,"NA",,102,1,8,0
"1986-002","1986-002-01","1986-002-01-01","1986-002-01-01-01",11/4/1986,1,"479 U.S. 6","107 S. Ct. 336","93 L. Ed. 2d 188","1986 U.S. LEXIS 15",1986,1601,"Rehnquist","85-767","NORTH CAROLINA DEPARTMENT OF TRANSPORTATION et al. v. CREST STREET COMMUNITY COUNCIL, INC., et al.",10/7/1986,,7,38,222,,1,29,,0,99,,24,,0,2,4,2,1,3,0,1,0,0,60010,6,1,0,4,,3,328,,104,102,1,6,3
"1986-003","1986-003-01","1986-003-01-01","1986-003-01-01-01",11/4/1986,1,"479 U.S. 27","107 S. Ct. 347","93 L. Ed. 2d 206","1986 U.S. LEXIS 16",1986,1601,"Rehnquist","85-558","O'CONNOR et ux. v. UNITED STATES",10/14/1986,,240,,27,,1,,,0,3,,8,,0,2,3,2,1,2,0,0,0,0,120010,12,2,0,4,,5,509,,105,102,1,9,0
"1986-004","1986-004-01","1986-004-01-01","1986-004-01-01-01",11/12/1986,1,"479 U.S. 36","107 S. Ct. 353","93 L. Ed. 2d 216","1986 U.S. LEXIS 17",1986,1601,"Rehnquist","85-1033","KELLY, CONNECTICUT CHIEF STATE'S ATTORNEY, et al. v. ROBINSON",10/8/1986,,28,8,114,,1,,,0,53,,22,,0,11,3,2,1,3,0,1,0,0,80030,8,1,0,4,,3,307,,101,102,1,7,2
"1986-005","1986-005-01","1986-005-01-01","1986-005-01-01-01",11/17/1986,1,"479 U.S. 60","107 S. Ct. 367","93 L. Ed. 2d 305","1986 U.S. LEXIS 18",1986,1601,"Rehnquist","85-495","ANSONIA BOARD OF EDUCATION et al. v. PHILBROOK et al.",10/14/1986,,21,8,8,60,1,32,,0,53,,22,,1,10,4,2,1,2,0,1,0,0,20060,2,1,0,4,,3,384,,102,102,1,8,1
"1986-007","1986-007-01","1986-007-01-01","1986-007-01-01-01",11/17/1986,6,"479 U.S. 84","107 S. Ct. 390","93 L. Ed. 2d 325","1986 U.S. LEXIS 3204",1986,1601,"Rehnquist","84-1947","CERBONE, JUSTICE OF THE VILLAGE COURT, VILLAGE OF MT. KISCO, NEW YORK, et al.  v. CONWAY",11/5/1986,,16,37,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
"1986-008","1986-008-01","1986-008-01-01","1986-008-01-01-01",11/17/1986,2,"479 U.S. 85","107 S. Ct. 379","93 L. Ed. 2d 326","1986 U.S. LEXIS 19",1986,1601,"Rehnquist","86-21","IMMIGRATION AND NATURALIZATION SERVICE v. HECTOR",,,368,,106,,1,7,,0,23,,23,,1,12,11,2,1,3,0,1,0,0,20110,2,1,0,4,,3,344,,,102,1,7,0
"1986-009","1986-009-01","1986-009-01-01","1986-009-01-01-01",11/17/1986,2,"479 U.S. 92","107 S. Ct. 383","93 L. Ed. 2d 334","1986 U.S. LEXIS 20",1986,1601,"Rehnquist","86-139","CITY OF NEWPORT, KENTUCKY, et al. v. IACOBUCCI, DBA TALK OF THE TOWN, et al.",,,3,21,115,,1,,,0,73,,26,,1,12,4,2,1,4,0,1,0,0,30190,3,1,0,2,,2,237,,,102,1,5,2
"1986-010","1986-010-01","1986-010-01-01","1986-010-01-01-01",12/9/1986,1,"479 U.S. 104","107 S. Ct. 484","93 L. Ed. 2d 427","1986 U.S. LEXIS 21",1986,1601,"Rehnquist","85-473","CARGILL, INC., et al. v. MONFORT OF COLORADO, INC.",10/6/1986,,158,,158,,1,,,0,,,30,,0,12,2,2,1,4,0,1,0,0,80020,8,1,0,4,,3,310,,92,102,1,6,2
"1986-011","1986-011-01","1986-011-01-01","1986-011-01-01-01",12/9/1986,1,"479 U.S. 130","107 S. Ct. 499","93 L. Ed. 2d 449","1986 U.S. LEXIS 22",1986,1601,"Rehnquist","85-1021","R. J. REYNOLDS TOBACCO CO. v. DURHAM COUNTY, NORTH CAROLINA, et al.",10/6/1986,,184,,5,38,2,117,38,0,301,38,300,38,0,1,9,2,1,2,0,0,0,0,80100,8,2,0,4,,6,600,"28 U.S.C. § 1257",100,102,1,9,0
"1986-012","1986-012-01","1986-012-01-01","1986-012-01-01-01",12/10/1986,1,"479 U.S. 157","107 S. Ct. 515","93 L. Ed. 2d 473","1986 U.S. LEXIS 23",1986,1601,"Rehnquist","85-660","COLORADO v. CONNELLY",10/8/1986,,28,7,136,,1,,,0,302,7,300,7,0,4,2,2,1,4,0,1,0,0,10010,1,1,0,2,,2,230,,102,102,1,7,2
"1986-013","1986-013-01","1986-013-01-01","1986-013-01-01-01",12/10/1986,1,"479 U.S. 189","107 S. Ct. 533","93 L. Ed. 2d 499","1986 U.S. LEXIS 24",1986,1601,"Rehnquist","85-656","MUNRO, SECRETARY OF STATE OF WASHINGTON v. SOCIALIST WORKERS PARTY et al.",10/7/1986,,19,56,211,,2,,,0,129,,29,,0,1,3,2,1,3,0,1,0,0,20030,2,1,0,2,,2,201,,95,102,1,7,2
"1986-014","1986-014-01","1986-014-01-01","1986-014-01-01-01",12/10/1986,1,"479 U.S. 208","107 S. Ct. 544","93 L. Ed. 2d 514","1986 U.S. LEXIS 25",1986,1601,"Rehnquist","85-766","TASHJIAN, SECRETARY OF STATE OF CONNECTICUT v. REPUBLICAN PARTY OF CONNECTICUT et al.",10/8/1986,,19,8,211,,2,,,0,53,,22,,0,1,2,2,3,2,0,0,0,0,20030,2,2,0,2,,2,201,,98,92,1,5,4
"1986-015","1986-015-01","1986-015-01-01","1986-015-01-01-01",12/15/1986,1,"479 U.S. 238","107 S. Ct. 616","93 L. Ed. 2d 539","1986 U.S. LEXIS 26",1986,1601,"Rehnquist","85-701","FEDERAL ELECTION COMMISSION v. MASSACHUSETTS CITIZENS FOR LIFE, INC.",10/7/1986,,343,,192,,2,43,,0,80,,21,,0,1,2,2,2,2,0,0,0,0,30140,3,2,0,1,,3,330,,92,92,1,5,4
"1986-016","1986-016-01","1986-016-01-01","1986-016-01-01-01",1/13/1987,1,"479 U.S. 272","107 S. Ct. 683","93 L. Ed. 2d 613","1987 U.S. LEXIS 284",1986,1601,"Rehnquist","85-494","CALIFORNIA FEDERAL SAVINGS & LOAN ASSN. et al. v. GUERRA, DIRECTOR, DEPARTMENT OF FAIR EMPLOYMENT AND HOUSING, et al.",10/8/1986,,151,,4,6,1,117,6,0,48,,29,,0,12,3,2,1,2,0,0,0,0,20140,2,2,0,4,,3,384,,98,92,1,6,3
"1986-017","1986-017-01","1986-017-01-01","1986-017-01-01-01",1/13/1987,1,"479 U.S. 305","107 S. Ct. 702","93 L. Ed. 2d 639","1987 U.S. LEXIS 282",1986,1601,"Rehnquist","85-937","WEST VIRGINIA v. UNITED STATES",11/10/1986,,28,57,27,,1,,,0,131,,24,,0,12,3,2,1,2,0,0,0,0,100130,10,2,0,7,,,,,98,102,1,9,0
"1986-018","1986-018-01","1986-018-01-01","1986-018-01-01-01",1/13/1987,1,"479 U.S. 314","107 S. Ct. 708","93 L. Ed. 2d 649","1987 U.S. LEXIS 283",1986,1601,"Rehnquist","85-5221","GRIFFITH v. KENTUCKY",10/14/1986,,100,,28,21,1,,,0,302,21,300,21,0,12,2,1,1,4,0,1,0,0,10040,1,2,0,7,,5,501,,100,92,1,6,3
"1986-019","1986-019-01","1986-019-01-01","1986-019-01-01-01",1/13/1987,1,"479 U.S. 335","107 S. Ct. 720","93 L. Ed. 2d 667","1987 U.S. LEXIS 281",1986,1601,"Rehnquist","84-2022","324 LIQUOR CORP., DBA YORKSHIRE WINE & SPIRITS v. DUFFY et al.",11/3/1986,,115,,19,37,2,117,37,0,302,37,300,37,0,1,2,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,101,92,1,7,2
"1986-020","1986-020-01","1986-020-01-01","1986-020-01-01-01",1/14/1987,1,"479 U.S. 361","107 S. Ct. 734","93 L. Ed. 2d 732","1987 U.S. LEXIS 285",1986,1601,"Rehnquist","85-781","BURKE, ACTING ARCHIVIST OF THE UNITED STATES, et al. v. BARNES et al.",11/4/1986,,19,60,211,,1,,,0,55,,32,,1,12,4,2,1,5,0,1,0,0,90130,9,1,0,1,,1,139,,102,102,1,6,2
"1986-021","1986-021-01","1986-021-01-01","1986-021-01-01-01",1/14/1987,1,"479 U.S. 367","107 S. Ct. 738","93 L. Ed. 2d 739","1987 U.S. LEXIS 286",1986,1601,"Rehnquist","85-889","COLORADO v. BERTINE",11/10/1986,,28,7,100,,1,,,0,302,7,300,7,1,3,2,2,1,3,0,1,0,0,10060,1,1,0,2,,2,205,,102,102,1,7,2
"1986-022","1986-022-01","1986-022-01-01","1986-022-01-01-01",1/14/1987,1,"479 U.S. 388","107 S. Ct. 750","93 L. Ed. 2d 757","1987 U.S. LEXIS 287",1986,1601,"Rehnquist","85-971","CLARKE, COMPTROLLER OF THE CURRENCY v. SECURITIES INDUSTRY ASSOCIATION",11/3/1986,,317,,119,,1,17,,0,55,,32,,1,12,2,1,1,6,0,1,0,0,80120,8,2,0,4,,6,600,"12 U.S.C. § 81",95,102,1,8,0
"1986-023","1986-023-01","1986-023-01-01","1986-023-01-01-01",1/14/1987,1,"479 U.S. 418","107 S. Ct. 766","93 L. Ed. 2d 781","1987 U.S. LEXIS 288",1986,1601,"Rehnquist","85-5915","WRIGHT et al. v. CITY OF ROANOKE REDEVELOPMENT AND HOUSING AUTHORITY",10/6/1986,,241,,18,55,1,64,,0,127,,24,,0,12,2,1,1,3,0,1,0,0,90290,9,2,0,4,,6,600,"42 U.S.C. § 1437",95,92,1,5,4
"1986-024","1986-024-01","1986-024-01-01","1986-024-01-01-01",1/20/1987,1,"479 U.S. 442","107 S. Ct. 782","93 L. Ed. 2d 800","1987 U.S. LEXIS 289",1986,1601,"Rehnquist","85-1736","JERSEY SHORE STATE BANK v. UNITED STATES",12/8/1986,,113,,27,,1,,,0,110,,23,,1,2,3,2,1,2,0,0,0,0,80070,8,2,0,4,,3,345,,102,102,1,9,0
"1986-025","1986-025-01","1986-025-01-01","1986-025-01-01-01",1/20/1987,1,"479 U.S. 450","107 S. Ct. 787","93 L. Ed. 2d 809","1987 U.S. LEXIS 290",1986,1601,"Rehnquist","85-1222","INTERSTATE COMMERCE COMMISSION v. TEXAS et al.",12/10/1986,,366,,28,51,1,66,,0,25,,25,,0,12,3,1,1,3,0,1,0,0,80220,8,2,0,4,,6,600,"49 U.S.C. § 1050",103,102,1,9,0
