"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1996-010","1996-010-01","1996-010-01-01","1996-010-01-01-01",12/16/1996,1,"519 U.S. 102","117 S. Ct. 555","136 L. Ed. 2d 473","1996 U.S. LEXIS 7647",1996,1607,"Rehnquist","95-853","M. L. B. v. S. L. J., INDIVIDUALLY AND AS NEXT FRIEND OF THE MINOR CHILDREN, S. L. J. AND M. L. J., ET UX.",10/7/1996,,188,,129,,1,,,0,302,29,300,29,0,12,9,1,3,4,0,1,0,0,20350,2,2,0,2,,2,231,,109,103,1,6,3
"1996-011","1996-011-01","1996-011-01-01","1996-011-01-01-01",12/16/1996,2,"519 U.S. 145","117 S. Ct. 578","136 L. Ed. 2d 507","1996 U.S. LEXIS 7648",1996,1607,"Rehnquist","96-5369","DANIEL GREENE v. GEORGIA",,,126,,28,13,1,,,0,302,13,300,13,0,12,2,2,1,4,0,1,0,0,90040,9,1,0,4,7,3,341,,,102,1,9,0
"1996-012","1996-012-01","1996-012-01-01","1996-012-01-01-01",1/6/1997,2,"519 U.S. 148","117 S. Ct. 633","136 L. Ed. 2d 554","1997 U.S. LEXIS 1",1996,1607,"Rehnquist","95-1906","UNITED STATES v. VERNON WATTS",,,27,,126,,1,,,0,48,,29,,0,2,8,2,1,4,0,1,0,0,10560,1,1,0,4,,6,600,"18 U.S.C.",,102,1,7,1
"1996-013","1996-013-01","1996-013-01-01","1996-013-01-01-01",1/14/1997,1,"519 U.S. 172","117 S. Ct. 644","136 L. Ed. 2d 574","1997 U.S. LEXIS 298",1996,1607,"Rehnquist","95-6556","JOHNNY LYNN OLD CHIEF v. UNITED STATES",10/16/1996,,100,,27,,1,,,0,88,,29,,0,2,2,1,1,4,0,1,0,0,10330,1,2,0,4,,4,402,,107,103,1,5,4
"1996-014","1996-014-01","1996-014-01-01","1996-014-01-01-01",1/14/1997,1,"519 U.S. 202","117 S. Ct. 660","136 L. Ed. 2d 644","1997 U.S. LEXIS 462",1996,1607,"Rehnquist","95-259","DARLENE WALTERS v. METROPOLITAN EDUCATIONAL ENTERPRISES, INC.",11/6/1996,,154,,151,,1,32,,0,66,,27,,0,2,2,1,1,4,0,1,0,0,20060,2,2,0,4,,3,384,,105,102,1,9,0
"1996-015","1996-015-01","1996-015-01-01","1996-015-01-01-01",1/14/1997,1,"519 U.S. 213","117 S. Ct. 666","136 L. Ed. 2d 656","1997 U.S. LEXIS 461",1996,1607,"Rehnquist","95-928","JOHN W. ATHERTON, JR. v. FEDERAL DEPOSIT INSURANCE CORPORATION, AS RECEIVER FOR CITY SAVINGS, F. S. B.",11/4/1996,,185,,341,,1,,,0,92,,23,,0,2,3,2,1,5,0,0,0,0,80070,8,2,0,4,,6,600,"12 U.S.C. § 1821",110,102,1,9,0
"1996-016","1996-016-01","1996-016-01-01","1996-016-01-01-01",1/14/1997,6,"519 U.S. 233","117 S. Ct. 759","136 L. Ed. 2d 674","1997 U.S. LEXIS 463",1996,1607,"Rehnquist","95-1723","TOM GRIMMETT, TRUSTEE FOR THE BANKRUPTCY ESTATE OF VINCENT SIRAGUSA, AND JOANNE SIRAGUSA v. PATRICIA L. BROWN et al.",1/6/1997,,114,,111,,1,,,0,90,,29,,0,12,2,1,1,9,0,0,0,0,90150,9,1,0,3,4,3,362,,,102,1,9,0
"1996-017","1996-017-01","1996-017-01-01","1996-017-01-01-01",1/21/1997,1,"519 U.S. 234","117 S. Ct. 727","136 L. Ed. 2d 696","1997 U.S. LEXIS 469",1996,1607,"Rehnquist","95-1595","BRUCE BABBITT, SECRETARY OF THE INTERIOR, et al. v. MARVIN K. YOUPEE, SR., et al.",12/2/1996,,326,,170,,1,26,,0,88,,29,,0,12,2,1,2,2,0,0,0,0,40070,4,1,0,1,,6,600,"25 U.S.C. § 2206",109,102,1,8,1
"1996-018","1996-018-01","1996-018-01-01","1996-018-01-01-01",2/18/1997,1,"519 U.S. 248","117 S. Ct. 796","136 L. Ed. 2d 736","1997 U.S. LEXIS 693",1996,1607,"Rehnquist","95-1081","INGALLS SHIPBUILDING, INC., et al. v. DIRECTOR, OFFICE OF WORKERS' COMPENSATION PROGRAMS, DEPARTMENT OF LABOR, et al.",11/12/1996,,151,,393,,1,11,,0,25,,25,,0,2,2,2,1,2,0,0,0,0,80050,8,2,0,4,,3,349,,104,102,1,9,0
"1996-019","1996-019-01","1996-019-01-01","1996-019-01-01-01",2/18/1997,1,"519 U.S. 278","117 S. Ct. 811","136 L. Ed. 2d 761","1997 U.S. LEXIS 692",1996,1607,"Rehnquist","95-1232","GENERAL MOTORS CORPORATION v. ROGER W. TRACY, TAX COMMISSIONER OF OHIO",10/7/1996,,189,,19,41,1,,,0,300,41,300,41,0,11,9,2,1,2,0,0,0,0,80100,8,2,0,2,,1,111,,107,102,1,8,1
"1996-020","1996-020-01","1996-020-01-01","1996-020-01-01-01",2/18/1997,1,"519 U.S. 316","117 S. Ct. 832","136 L. Ed. 2d 791","1997 U.S. LEXIS 691",1996,1607,"Rehnquist","95-789","CALIFORNIA DIVISION OF LABOR STANDARDS ENFORCEMENT, et al. v. DILLINGHAM CONSTRUCTION, N. A., INC., AND MANUEL J. ARCEO, DBA SOUND SYSTEMS MEDIA",11/5/1996,,7,6,176,,1,,,0,50,,29,,0,2,3,1,1,4,0,1,0,0,100030,10,2,0,4,,3,323,,108,102,1,9,0
"1996-021","1996-021-01","1996-021-01-01","1996-021-01-01-01",2/18/1997,1,"519 U.S. 337","117 S. Ct. 843","136 L. Ed. 2d 808","1997 U.S. LEXIS 690",1996,1607,"Rehnquist","95-1376","CHARLES T. ROBINSON, SR. v. SHELL OIL COMPANY",11/6/1996,,145,,151,,1,,,0,79,,24,,1,2,2,1,1,3,0,1,0,0,20060,2,2,0,4,,3,384,,108,102,1,9,0
"1996-022","1996-022-01","1996-022-01-01","1996-022-01-01-01",2/18/1997,1,"519 U.S. 347","117 S. Ct. 849","136 L. Ed. 2d 818","1997 U.S. LEXIS 689",1996,1607,"Rehnquist","95-1225","UNITED STATES v. MARIAN BROCKAMP, ADMINISTRATOR OF THE ESTATE OF STANLEY B. MCGILL, DECEASED",12/3/1996,,27,,240,,1,,,0,,,29,,0,2,,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,110,102,1,9,0
"1996-023","1996-023-01","1996-023-01-01","1996-023-01-01-01",2/18/1997,2,"519 U.S. 355","117 S. Ct. 795","136 L. Ed. 2d 825","1997 U.S. LEXIS 688",1996,1607,"Rehnquist","96-713","D. DEAN BIBLES, DIRECTOR, OREGON BUREAU OF LAND MANAGEMENT v. OREGON NATURAL DESERT ASSOCIATION",,,326,,150,,1,26,,0,108,,29,,0,12,2,2,1,4,0,1,0,0,50040,5,1,0,7,4,3,335,,,102,1,9,0
"1996-024","1996-024-01","1996-024-01-01","1996-024-01-01-01",2/19/1997,1,"519 U.S. 357","117 S. Ct. 855","137 L. Ed. 2d 1","1997 U.S. LEXIS 1270",1996,1607,"Rehnquist","95-1065","PAUL SCHENCK AND DWIGHT SAUNDERS v. PRO-CHOICE NETWORK OF WESTERN NEW YORK et al.",10/16/1996,,218,,165,,1,,,0,97,,22,,1,12,2,2,1,7,0,0,0,0,50020,5,2,0,2,,2,200,,102,102,1,6,3
"1996-026","1996-026-01","1996-026-01-01","1996-026-01-01-01",2/19/1997,1,"519 U.S. 408","117 S. Ct. 882","137 L. Ed. 2d 41","1997 U.S. LEXIS 1271",1996,1607,"Rehnquist","95-1268","MARYLAND v. JERRY LEE WILSON",12/11/1996,,28,25,100,,1,,,0,302,25,301,25,0,12,2,2,1,4,0,1,0,0,10060,1,1,0,2,,2,205,,102,102,1,7,2
"1996-027","1996-027-01","1996-027-01-01","1996-027-01-01-01",2/19/1997,1,"519 U.S. 425","117 S. Ct. 900","137 L. Ed. 2d 55","1997 U.S. LEXIS 1268",1996,1607,"Rehnquist","95-1694","REGENTS OF THE UNIVERSITY OF CALIFORNIA, et al. v. JOHN DOE ETC.",12/2/1996,,26,6,200,,1,,,0,50,,29,,1,2,3,2,1,3,0,1,0,0,80060,8,2,0,2,,2,224,"NA",103,102,1,9,0
"1996-028","1996-028-01","1996-028-01-01","1996-028-01-01-01",2/19/1997,1,"519 U.S. 433","117 S. Ct. 891","137 L. Ed. 2d 63","1997 U.S. LEXIS 1269",1996,1607,"Rehnquist","95-7452","KENNETH LYNCE v. HAMILTON MATHIS, SUPERINTENDENT, TOMOKA CORRECTIONAL INSTITUTION, et al.",11/4/1996,,215,,28,17,1,,,0,,,31,,0,2,9,1,3,4,0,1,0,0,10180,1,2,0,2,,1,127,,103,102,1,9,0
"1996-029","1996-029-01","1996-029-01-01","1996-029-01-01-01",2/19/1997,1,"519 U.S. 452","117 S. Ct. 905","137 L. Ed. 2d 79","1997 U.S. LEXIS 1272",1996,1607,"Rehnquist","95-897","FRANCIS BERNARD AUER, et al. v. DAVID A. ROBBINS et al.",12/10/1996,,8,30,3,30,1,,,0,86,,28,,0,12,6,1,1,2,0,0,0,0,70040,7,1,0,4,,3,334,,105,102,1,9,0
"1996-030","1996-030-01","1996-030-01-01","1996-030-01-01-01",2/25/1997,1,"519 U.S. 465","117 S. Ct. 913","137 L. Ed. 2d 93","1997 U.S. LEXIS 1451",1996,1607,"Rehnquist","95-1181","WILLIAM C. DUNN AND DELTA CONSULTANTS, INC. v. COMMODITY FUTURES TRADING COMMISSION et al.",11/13/1996,,119,,315,,1,,,0,96,,22,,0,2,2,2,1,4,0,1,0,0,80120,8,1,0,4,,6,600,"7 U.S.C. § 1",103,102,1,9,0
"1996-031","1996-031-01","1996-031-01-01","1996-031-01-01-01",2/26/1997,1,"519 U.S. 482","117 S. Ct. 921","137 L. Ed. 2d 107","1997 U.S. LEXIS 1452",1996,1607,"Rehnquist","95-1228","UNITED STATES v. JERRY E. WELLS AND KENNETH R. STEELE",11/4/1996,,27,,100,,1,,,0,,,28,,0,2,5,2,1,5,0,1,0,0,10420,1,1,0,4,,6,600,"18 U.S.C. § 1014",107,102,1,8,1
"1996-032","1996-032-01","1996-032-01-01","1996-032-01-01-01",3/3/1997,1,"520 U.S. 1","117 S. Ct. 1032","137 L. Ed. 2d 132","1997 U.S. LEXIS 1489",1996,1607,"Rehnquist","95-1605","UNITED STATES v. MIGUEL GONZALES, ORLENIS HERNANDEZ-DIAZ AND MARIO PEREZ",12/11/1996,,27,,126,,1,,,0,93,,30,,0,12,8,2,1,5,0,1,0,0,10560,1,1,0,4,,6,600,"18 U.S.C. § 924",104,102,1,7,2
"1996-033","1996-033-01","1996-033-01-01","1996-033-01-01-01",3/3/1997,1,"520 U.S. 17","117 S. Ct. 1040","137 L. Ed. 2d 146","1997 U.S. LEXIS 1476",1996,1607,"Rehnquist","95-728","WARNER-JENKINSON COMPANY, INC., et al. v. HILTON DAVIS CHEMICAL CO.",10/15/1996,,184,,184,,1,,,0,104,,8,,1,12,2,1,1,4,0,1,0,0,80180,8,2,0,7,,,,,108,102,1,9,0
"1996-034","1996-034-01","1996-034-01-01","1996-034-01-01-01",3/3/1997,1,"520 U.S. 43","117 S. Ct. 1055","137 L. Ed. 2d 170","1997 U.S. LEXIS 1455",1996,1607,"Rehnquist","95-974","ARIZONANS FOR OFFICIAL ENGLISH AND ROBERT D. PARK v. ARIZONA et al.",12/4/1996,,8,4,28,4,1,,,0,45,,29,,1,12,2,1,1,5,0,0,0,0,90130,9,1,0,3,,,,,109,102,1,9,0
"1996-035","1996-035-01","1996-035-01-01","1996-035-01-01-01",3/3/1997,6,"520 U.S. 83","117 S. Ct. 1028","137 L. Ed. 2d 203","1997 U.S. LEXIS 1490",1996,1607,"Rehnquist","95-1873","GUY E. ADAMS, et al. v. CHARLIE FRANK ROBERTSON AND LIBERTY NATIONAL LIFE INSURANCE COMPANY",1/14/1997,,123,,171,,1,,,0,302,1,300,1,0,12,2,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
"1996-036","1996-036-01","1996-036-01-01","1996-036-01-01-01",3/18/1997,7,"520 U.S. 93","117 S. Ct. 1124","137 L. Ed. 2d 235","1997 U.S. LEXIS 1920",1996,1607,"Rehnquist","95-1402","COMMISSIONER OF INTERNAL REVENUE v. ESTATE OF OTIS C. HUBERT, DECEASED, C & S SOVERAN TRUST COMPANY (GEORGIA) N. A., CO-EXECUTOR",11/12/1996,,369,,240,,1,69,,0,9,,31,,1,2,2,1,1,2,0,0,0,0,120020,12,1,0,4,,3,345,,106,102,1,7,2
"1996-037","1996-037-01","1996-037-01-01","1996-037-01-01-01",3/18/1997,1,"520 U.S. 143","117 S. Ct. 1148","137 L. Ed. 2d 270","1997 U.S. LEXIS 1919",1996,1607,"Rehnquist","95-1598","LEROY L. YOUNG, et al. v. ERNEST EUGENE HARPER",12/9/1996,,217,,28,42,1,,,0,106,,30,,0,12,4,2,1,2,0,0,0,0,40040,4,2,0,7,,,,,108,102,1,9,0
"1996-038","1996-038-01","1996-038-01-01","1996-038-01-01-01",3/19/1997,1,"520 U.S. 154","117 S. Ct. 1154","137 L. Ed. 2d 281","1997 U.S. LEXIS 1921",1996,1607,"Rehnquist","95-813","BRAD BENNETT, et al. v. MICHAEL SPEAR, et al.",11/13/1996,,18,43,326,,1,,,0,108,,29,,0,12,2,1,1,3,0,1,0,0,90280,9,2,0,1,,1,139,,105,102,1,9,0
"1996-039","1996-039-01","1996-039-01-01","1996-039-01-01-01",3/31/1997,1,"520 U.S. 180","117 S. Ct. 1174","137 L. Ed. 2d 369","1997 U.S. LEXIS 2078",1996,1607,"Rehnquist","95-992","TURNER BROADCASTING SYSTEM, INC., et al. v. FEDERAL COMMUNICATIONS COMMISSION et al.",10/7/1996,,124,,338,,2,,,1,55,,55,,1,1,,1,1,2,0,0,0,0,30010,3,1,0,1,,6,600,"47 U.S.C. § 534",106,102,1,5,4
"1996-040","1996-040-01","1996-040-01-01","1996-040-01-01-01",3/31/1997,1,"520 U.S. 259","117 S. Ct. 1219","137 L. Ed. 2d 432","1997 U.S. LEXIS 2079",1996,1607,"Rehnquist","95-1717","UNITED STATES v. DAVID W. LANIER",1/7/1997,,27,,16,50,1,,,0,118,,26,,1,11,9,2,1,4,0,1,0,0,10380,1,1,0,4,,6,600,"18 U.S.C. § 242",107,102,1,9,0
"1996-041","1996-041-01","1996-041-01-01","1996-041-01-01-01",3/31/1997,1,"520 U.S. 273","117 S. Ct. 1228","137 L. Ed. 2d 448","1997 U.S. LEXIS 2076",1996,1607,"Rehnquist","95-2031","THOMAS YOUNG, et al. v. KIRK FORDICE et al.",1/6/1997,,251,,28,29,2,,,1,85,,85,,0,1,,1,1,4,0,1,0,0,20020,2,2,0,4,,3,378,,110,102,1,9,0
"1996-042","1996-042-01","1996-042-01-01","1996-042-01-01-01",3/31/1997,2,"520 U.S. 292","117 S. Ct. 1169","137 L. Ed. 2d 464","1997 U.S. LEXIS 2077",1996,1607,"Rehnquist","96-858","MARTIN D. LAMBERT, GALLATIN COUNTY ATTORNEY v. SUSAN WICKLUND et al.",,,19,31,175,,1,,,0,88,,29,,0,13,2,2,1,3,0,1,0,0,50020,5,1,0,7,,,,,,102,1,9,0
"1996-043","1996-043-01","1996-043-01-01","1996-043-01-01-01",4/14/1997,2,"520 U.S. 303","117 S. Ct. 1294","137 L. Ed. 2d 510","1997 U.S. LEXIS 2219",1996,1607,"Rehnquist","96-8005","In re EILEEN VEY",,,213,,20,60,1,,,0,,,,,0,,,1,1,9,0,0,0,0,20360,2,1,0,3,4,4,403,,,102,1,8,1
"1996-044","1996-044-01","1996-044-01-01","1996-044-01-01-01",4/15/1997,1,"520 U.S. 305","117 S. Ct. 1295","137 L. Ed. 2d 513","1997 U.S. LEXIS 2505",1996,1607,"Rehnquist","96-126","WALKER L. CHANDLER, et al. v. ZELL D. MILLER, GOVERNOR OF GEORGIA, et al.",1/14/1997,,211,,19,13,1,,,0,60,,31,,1,12,2,1,3,3,0,1,0,0,50010,5,2,0,2,,2,205,,109,103,1,8,1
"1996-045","1996-045-01","1996-045-01-01","1996-045-01-01-01",4/21/1997,1,"520 U.S. 329","117 S. Ct. 1353","137 L. Ed. 2d 569","1997 U.S. LEXIS 2506",1996,1607,"Rehnquist","95-1441","LINDA J. BLESSING, DIRECTOR, ARIZONA DEPARTMENT OF ECONOMIC SECURITY v. CATHY FREESTONE, ETC., et al.",1/6/1997,,19,4,188,,1,,,0,45,,29,,1,2,3,2,1,5,0,1,0,0,90290,9,1,0,4,,3,303,,104,102,1,9,0
"1996-046","1996-046-01","1996-046-01-01","1996-046-01-01-01",4/28/1997,1,"520 U.S. 351","117 S. Ct. 1364","137 L. Ed. 2d 589","1997 U.S. LEXIS 2796",1996,1607,"Rehnquist","95-1608","MICHELE L. TIMMONS, ACTING DIRECTOR, RAMSEY COUNTY DEPARTMENT OF PROPERTY RECORDS AND REVENUE, et al. v. TWIN CITIES AREA NEW PARTY",12/4/1996,,5,28,211,,1,,,0,83,,28,,0,12,3,2,1,3,0,1,0,0,20030,2,1,0,2,,2,201,,102,102,1,6,3
"1996-047","1996-047-01","1996-047-01-01","1996-047-01-01-01",4/28/1997,1,"520 U.S. 385","117 S. Ct. 1416","137 L. Ed. 2d 615","1997 U.S. LEXIS 2794",1996,1607,"Rehnquist","96-5955","STEINEY RICHARDS v. WISCONSIN",3/24/1997,,100,,28,58,1,,,0,302,58,300,58,0,12,2,1,1,2,0,0,0,0,10050,1,1,0,2,,2,205,,103,102,1,9,0
"1996-048","1996-048-01","1996-048-01-01","1996-048-01-01-01",4/28/1997,1,"520 U.S. 397","117 S. Ct. 1382","137 L. Ed. 2d 626","1997 U.S. LEXIS 2793",1996,1607,"Rehnquist","95-1100","BOARD OF THE COUNTY COMMISSIONERS OF BRYAN COUNTY, OKLAHOMA v. JILL BROWN et al.",11/5/1996,,5,42,208,,1,,,0,119,,25,,0,11,2,2,1,5,0,1,0,0,20400,2,1,0,7,4,3,314,,104,102,1,5,4
"1996-049","1996-049-01","1996-049-01-01","1996-049-01-01-01",4/28/1997,1,"520 U.S. 438","117 S. Ct. 1404","137 L. Ed. 2d 661","1997 U.S. LEXIS 2795",1996,1607,"Rehnquist","95-1872","WILLIAM STRATE, ASSOCIATE TRIBAL JUDGE, TRIBAL COURT OF THE THREE AFFILIATED TRIBES OF THE FORT BERTHOLD INDIAN RESERVATION, et al. v. A-1 CONTRACTORS AND LYLE STOCKERT",1/7/1997,,170,,176,,1,,,0,101,,28,,1,12,3,1,1,2,0,0,0,0,20160,2,1,0,7,,,,,109,102,1,9,0
"1996-050","1996-050-01","1996-050-01-01","1996-050-01-01-01",5/12/1997,1,"520 U.S. 461","117 S. Ct. 1544","137 L. Ed. 2d 718","1997 U.S. LEXIS 2847",1996,1607,"Rehnquist","96-203","JOYCE B. JOHNSON v. UNITED STATES",2/25/1997,,100,,27,,1,,,0,56,,31,,0,2,2,1,1,2,0,0,0,0,10370,1,1,0,4,,4,401,,102,102,1,9,0
"1996-051","1996-051-01","1996-051-01-01","1996-051-01-01-01",5/12/1997,1,"520 U.S. 471","117 S. Ct. 1491","137 L. Ed. 2d 730","1997 U.S. LEXIS 2845",1996,1607,"Rehnquist","95-1455","JANET RENO, ATTORNEY GENERAL v. BOSSIER PARISH SCHOOL BOARD et al.",12/9/1996,,1,,21,22,2,,,0,55,,55,,1,1,,2,1,5,0,0,0,0,20020,2,1,0,4,,3,378,,104,102,1,7,2
"1996-052","1996-052-01","1996-052-01-01","1996-052-01-01-01",5/12/1997,1,"520 U.S. 510","117 S. Ct. 1513","137 L. Ed. 2d 763","1997 U.S. LEXIS 2803",1996,1607,"Rehnquist","96-491","INTER-MODAL RAIL EMPLOYEES ASSOCIATION, et al. v. ATCHISON, TOPEKA AND SANTA FE RAILWAY COMPANY, et al.",3/17/1997,,145,,231,,1,,,0,48,,29,,0,2,6,1,1,5,0,1,0,0,80090,8,2,0,4,,3,323,,104,102,1,9,0
"1996-053","1996-053-01","1996-053-01-01","1996-053-01-01-01",5/12/1997,1,"520 U.S. 518","117 S. Ct. 1517","137 L. Ed. 2d 771","1997 U.S. LEXIS 2802",1996,1607,"Rehnquist","96-5658","CARY MICHAEL LAMBRIX v. HARRY K. SINGLETARY, JR., SECRETARY, FLORIDA DEPARTMENT OF CORRECTIONS",1/15/1997,,126,,28,12,1,,,0,58,,31,,0,12,2,1,1,2,0,0,0,0,10020,1,1,0,7,,,,,105,102,1,5,4
"1996-054","1996-054-01","1996-054-01-01","1996-054-01-01-01",5/12/1997,1,"520 U.S. 548","117 S. Ct. 1535","137 L. Ed. 2d 800","1997 U.S. LEXIS 2846",1996,1607,"Rehnquist","95-1621","HARBOR TUG AND BARGE COMPANY v. JOHN PAPAI ET UX.",1/13/1997,,151,,145,,1,,,0,50,,29,,1,2,4,2,1,3,0,1,0,0,80070,8,1,0,4,,3,348,,106,102,1,6,3
"1996-055","1996-055-01","1996-055-01-01","1996-055-01-01-01",5/19/1997,1,"520 U.S. 564","117 S. Ct. 1590","137 L. Ed. 2d 852","1997 U.S. LEXIS 3227",1996,1607,"Rehnquist","94-1988","CAMPS NEWFOUND/OWATONNA, INC. v. TOWN OF HARRISON, MAINE, et al.",10/9/1996,,192,,3,23,1,,,0,302,23,300,23,0,12,3,1,3,3,0,1,0,0,80100,8,2,0,2,,1,111,,103,103,1,5,4
"1996-056","1996-056-01","1996-056-01-01","1996-056-01-01-01",5/19/1997,1,"520 U.S. 641","117 S. Ct. 1584","137 L. Ed. 2d 906","1997 U.S. LEXIS 3075",1996,1607,"Rehnquist","95-1352","GARY EDWARDS AND TANA WOOD v. JERRY B. BALISOK",11/13/1996,,19,56,215,,1,,,0,,,29,,0,12,3,2,1,4,0,1,0,0,20400,2,1,0,4,,3,314,,105,102,1,9,0
"1996-057","1996-057-01","1996-057-01-01","1996-057-01-01-01",5/19/1997,1,"520 U.S. 651","117 S. Ct. 1573","137 L. Ed. 2d 917","1997 U.S. LEXIS 3076",1996,1607,"Rehnquist","96-262","JON E. EDMOND v. UNITED STATES",2/24/1997,,186,,27,,1,29,,0,5,,4,,0,12,2,1,1,2,0,0,0,0,20230,2,1,0,4,,6,600,"49 U.S.C. § 323",105,102,1,9,0
"1996-058","1996-058-01","1996-058-01-01","1996-058-01-01-01",5/27/1997,1,"520 U.S. 670","117 S. Ct. 1630","137 L. Ed. 2d 935","1997 U.S. LEXIS 3253",1996,1607,"Rehnquist","96-667","UNITED STATES v. ROBERT E. HYDE",4/15/1997,,27,,137,,1,,,0,,,29,,0,2,3,2,1,3,0,1,0,0,10370,1,1,0,4,,4,401,,102,102,1,9,0
"1996-059","1996-059-01","1996-059-01-01","1996-059-01-01-01",5/27/1997,1,"520 U.S. 681","117 S. Ct. 1636","137 L. Ed. 2d 945","1997 U.S. LEXIS 3254",1996,1607,"Rehnquist","95-1853","WILLIAM JEFFERSON CLINTON v. PAULA CORBIN JONES",1/13/1997,,211,,174,,1,,,0,46,,28,,1,10,6,2,1,2,0,0,0,0,80060,8,1,0,1,,1,109,"NA",103,102,1,9,0
"1996-060","1996-060-01","1996-060-01-01","1996-060-01-01-01",5/27/1997,1,"520 U.S. 725","117 S. Ct. 1659","137 L. Ed. 2d 980","1997 U.S. LEXIS 3233",1996,1607,"Rehnquist","96-243","BERNADINE SUITUM v. TAHOE REGIONAL PLANNING AGENCY",2/26/1997,,195,,15,,1,65,,0,90,,29,,0,11,2,1,1,5,0,1,0,0,40070,4,2,0,3,,,,,107,102,1,9,0
"1996-061","1996-061-01","1996-061-01-01","1996-061-01-01-01",5/27/1997,1,"520 U.S. 751","117 S. Ct. 1673","137 L. Ed. 2d 1001","1997 U.S. LEXIS 3232",1996,1607,"Rehnquist","95-1726","UNITED STATES v. GEORGE LABONTE, ALFRED LAWRENCE HUNNEWELL, AND STEPHEN DYER",1/7/1997,,27,,126,,1,113,,0,78,,21,,0,2,5,2,1,4,0,1,0,0,10560,1,1,0,4,,6,600,"28 U.S.C. § 994",108,102,1,6,3
"1996-062","1996-062-01","1996-062-01-01","1996-062-01-01-01",6/2/1997,1,"520 U.S. 781","117 S. Ct. 1734","138 L. Ed. 2d 1","1997 U.S. LEXIS 3398",1996,1607,"Rehnquist","96-542","WALTER MCMILLIAN v. MONROE COUNTY, ALABAMA",3/18/1997,,126,,5,1,1,,,0,42,,31,,0,12,2,1,1,2,0,0,0,0,20400,2,1,0,7,,3,314,,102,102,1,5,4
"1996-063","1996-063-01","1996-063-01-01","1996-063-01-01-01",6/2/1997,1,"520 U.S. 806","117 S. Ct. 1747","138 L. Ed. 2d 21","1997 U.S. LEXIS 3397",1996,1607,"Rehnquist","95-1594","BARBARA A. DE BUONO, NEW YORK COMMISSIONER OF HEALTH, et al. v. NYSA-ILA MEDICAL AND CLINICAL SERVICES FUND, ETC., et al.",2/24/1997,,19,37,146,,1,,,0,96,,22,,0,12,5,2,1,3,0,1,0,0,100030,10,1,0,4,,3,323,,103,102,1,7,0
"1996-064","1996-064-01","1996-064-01-01","1996-064-01-01-01",6/2/1997,1,"520 U.S. 821","117 S. Ct. 1776","138 L. Ed. 2d 34","1997 U.S. LEXIS 3395",1996,1607,"Rehnquist","95-1918","ARKANSAS v. FARM CREDIT SERVICES OF CENTRAL ARKANSAS et al.",4/21/1997,,28,5,152,,1,,,0,46,,28,,1,12,2,2,1,3,0,1,0,0,90320,9,1,0,4,,6,600,"28 U.S.C. § 1341",106,102,1,9,0
"1996-065","1996-065-01","1996-065-01-01","1996-065-01-01-01",6/2/1997,1,"520 U.S. 833","117 S. Ct. 1754","138 L. Ed. 2d 45","1997 U.S. LEXIS 3396",1996,1607,"Rehnquist","96-79","SANDRA JEAN DALE BOGGS v. THOMAS F. BOGGS, HARRY M. BOGGS AND DAVID B. BOGGS",1/15/1997,,253,,129,,1,,,0,75,,25,,1,3,2,1,1,3,0,1,0,0,100030,10,2,0,4,,3,323,,106,103,1,5,4
"1996-066","1996-066-01","1996-066-01-01","1996-066-01-01-01",6/2/1997,1,"520 U.S. 875","117 S. Ct. 1783","138 L. Ed. 2d 76","1997 U.S. LEXIS 3394",1996,1607,"Rehnquist","95-1764","SARATOGA FISHING COMPANY v. J. M. MARTINAC & COMPANY AND MARCO SEATTLE INC.",2/18/1997,,157,,184,,1,,,0,,,29,,1,7,4,1,1,3,0,1,0,0,80070,8,2,0,7,,,,,110,102,1,6,3
"1996-067","1996-067-01","1996-067-01-01","1996-067-01-01-01",6/2/1997,2,"520 U.S. 893","117 S. Ct. 1731","138 L. Ed. 2d 91","1997 U.S. LEXIS 3393",1996,1607,"Rehnquist","96-1033","LORDS LANDING VILLAGE CONDOMINIUM COUNCIL OF UNIT OWNERS v. CONTINENTAL INSURANCE COMPANY",,,195,,171,,1,,,0,79,,24,,0,12,9,2,1,5,0,1,0,0,90390,9,1,0,3,,,,,,103,1,7,2
